order_id,customer_id,product_id,quantity,order_timestamp,payment_method,status,shipping_city,order_value
24896666-10cc-4e76-b7f2-de2d67417895,33,1,3,2026-03-21T00:20:09,UPI,Completed,Sri Ganganagar,109862.19
0748ab03-50ea-4bc5-8367-5bd41909ba88,29,11,2,2026-01-29T13:21:31,Card,Pending,Anantapuram,33762.92
f1d77269-ef0d-4795-a690-1dfebbe5909d,29,15,2,2025-10-22T15:53:59,COD,Completed,Asansol,89305.9
f7529e30-19fa-4e15-9643-8c8112a99093,38,17,3,2025-12-07T09:39:50,COD,Completed,Dharmavaram,76190.25
03139b63-7a0f-4e04-9de6-f7b71532f02c,43,17,1,2026-01-17T03:35:18,UPI,Completed,Mathura,25396.75
ec992330-a034-4fb7-be33-50e35a7a126a,38,9,2,2025-12-07T21:23:20,Card,Cancelled,Haldia,68779.62
68188cc7-f685-4185-8f76-808fd3903d62,44,1,4,2025-12-14T00:46:49,Card,Completed,Begusarai,146482.92
af4ac22e-06fd-4590-a8f5-3dd31f9d4f60,3,17,5,2026-01-09T20:56:49,UPI,Cancelled,Varanasi,126983.75
56193f4d-3067-4b0f-b326-eca0f2979807,11,19,1,2025-11-06T17:59:55,Card,Completed,Begusarai,43402.54
519984ce-e117-42eb-994d-3d3ae8c976c5,13,8,5,2026-03-03T09:40:18,Card,Cancelled,Phusro,239622.1
4dafc048-46e3-41ce-bbaf-46a64315e293,11,10,2,2026-01-21T18:23:34,UPI,Cancelled,Mango,61627.18
ff15c215-69c5-408a-8b2c-780a784af354,23,19,4,2025-11-04T00:04:46,UPI,Cancelled,Ghaziabad,173610.16
1555883b-518d-4d71-af9f-de04628d4702,11,13,3,2026-02-11T03:34:51,COD,Cancelled,Bhusawal,59082.36
13b07500-eac5-4bf7-aa40-278cd11ea734,9,13,1,2026-01-21T00:39:56,COD,Pending,Kota,19694.12
efa01b68-740b-4527-875c-9e075bd1e952,36,12,3,2026-03-27T09:37:17,UPI,Cancelled,Dindigul,139389.9
4f78cac7-83f6-4d5a-a9a0-44124b42e86b,37,6,1,2026-01-16T13:17:57,Card,Cancelled,Mahbubnagar,14773.85
11088850-c8b9-4697-8e46-329342316320,24,20,3,2026-02-21T02:21:00,COD,Completed,Kulti,14445.81
0b3f77cc-d2d7-45d4-8231-9bb4cfe27244,1,12,4,2026-04-14T22:01:32,UPI,Pending,Kurnool,185853.2
aaf37823-b616-4979-9fc7-4bb4a28870b1,32,8,5,2025-12-25T04:47:07,COD,Completed,Vasai-Virar,239622.1
31bfc4e3-c172-407e-ad01-a8e0ecc36ab9,42,14,1,2026-01-23T17:11:21,UPI,Completed,Imphal,14193.79
15fac19b-45cf-4812-af42-d1d9758c6ecd,1,9,3,2026-03-19T11:16:01,UPI,Cancelled,Katni,103169.43
8eb574da-1797-4864-ac26-f0a219f8e4d0,12,15,1,2025-11-04T11:33:48,UPI,Pending,Nangloi Jat,44652.95
2298c002-7b08-4904-929c-803e8e3a973e,47,11,3,2026-01-27T17:24:41,UPI,Cancelled,Bhiwandi,50644.38
cec10566-0234-43ac-95f9-31e2ea63be8b,23,4,2,2026-03-16T14:09:40,Card,Cancelled,Ozhukarai,5322.1
a465acf1-3c17-4242-8d7e-28f778d956f2,33,3,3,2026-01-28T20:14:50,UPI,Cancelled,Anand,124043.97
4db355f6-8bdd-4f61-8399-e48b1241b630,27,11,1,2026-04-18T07:24:58,Card,Pending,Sambhal,16881.46
0e32c85e-8aa3-4ac2-82da-0a94fe68a333,29,2,1,2026-03-17T02:36:12,Card,Pending,Amroha,38303.36
7b63ddd3-ba08-4fa1-925d-dec89e0b4fba,28,15,3,2026-03-31T01:58:45,Card,Pending,Bally,133958.85
3d28da3f-5fb5-428d-a5e2-82b977c2bbfa,19,15,2,2025-12-29T11:15:51,COD,Completed,Loni,89305.9
3f3806fa-55fa-41e0-b927-e155497d41f5,43,3,3,2026-01-11T10:18:48,Card,Cancelled,Chittoor,124043.97
4384beb2-e457-4d3a-b380-1fa68e957d6f,3,11,3,2025-11-07T02:52:55,Card,Cancelled,Karaikudi,50644.38
4721742f-47c7-4141-b4e7-1987006afbf2,22,8,5,2026-02-09T00:13:05,Card,Cancelled,Delhi,239622.1
6b57b46f-555a-4c48-929a-f478db7565e5,44,18,5,2026-02-05T13:12:47,Card,Cancelled,Jalgaon,223201.15
d07664ed-0b58-459d-899e-99fc88846728,43,4,3,2025-10-20T07:30:49,COD,Completed,Morbi,7983.15
4b12c78e-e42c-424c-8ff2-9246cde89cf5,23,7,1,2026-01-07T00:16:41,UPI,Completed,Alwar,6943.18
3c023284-7621-420c-a65a-afb9c03d9128,42,5,2,2026-03-26T23:37:41,Card,Cancelled,Ozhukarai,6309.7
e63a0567-f67b-4595-b506-cd0aa36f91e6,31,4,4,2025-12-16T22:35:46,Card,Completed,Katni,10644.2
ac3f9d1b-aa08-4aa6-bf52-07ce9a238413,41,3,5,2026-01-15T00:09:57,Card,Cancelled,Burhanpur,206739.95
72193676-feb0-4e8e-b972-0e83fa17f8d3,48,15,1,2026-02-02T12:51:09,UPI,Completed,Imphal,44652.95
c2af9070-d049-4978-93ac-d23f6ce58e93,18,18,3,2025-10-27T15:49:39,UPI,Cancelled,Jamshedpur,133920.69
13a31065-c846-4a1f-8f74-95a4907b2ad8,11,5,1,2026-03-21T01:18:33,UPI,Completed,Bhind,3154.85
48c60910-472d-4317-846c-91a1668b24ff,12,10,4,2026-02-06T07:06:32,COD,Pending,Bhavnagar,123254.36
e6606102-9147-49bb-96ab-d3a64392296d,3,6,1,2025-12-08T23:40:15,UPI,Pending,Guna,14773.85
ed4dda9d-9ccb-4a50-bc39-c129e44473bb,8,20,1,2025-12-05T03:13:05,COD,Completed,Surat,4815.27
e8eaab5c-ab87-4a02-99cf-bd778c580ea1,14,18,2,2025-11-29T17:14:29,UPI,Completed,Sambalpur,89280.46
6037e4d2-0165-4b5a-8d29-9b62b7d2f775,28,16,5,2026-02-02T02:44:01,Card,Pending,Karaikudi,103967.95
830e92fa-28df-4e96-a692-0600e7b73e5b,28,17,5,2026-04-16T03:46:48,UPI,Pending,Purnia,126983.75
ec88eb96-9467-4982-ab80-5502adf22b15,6,8,4,2025-11-25T08:45:22,Card,Completed,Bhubaneswar,191697.68
4b224f35-17a0-4d8d-b9cc-a10438d2878e,40,1,4,2026-02-13T00:45:29,UPI,Cancelled,Dehri,146482.92
227a2c9f-7569-45b9-bb8e-21af85c97568,43,9,3,2026-01-07T19:51:51,Card,Cancelled,Surendranagar Dudhrej,103169.43
94d5ca83-78e6-4d4d-84c7-88af3619c656,34,3,1,2025-11-23T10:27:59,COD,Completed,Nadiad,41347.99
2f13012b-72de-44c0-a3de-9e941cf4a2f2,11,17,4,2026-01-24T06:34:20,COD,Cancelled,Bhiwandi,101587.0
78593fd1-6f98-4fa2-aeb9-93568ef1fac0,42,1,3,2025-12-27T00:03:20,Card,Pending,Surat,109862.19
a61666cb-179b-4f45-926f-5912dbeba922,28,17,2,2026-03-09T12:03:57,UPI,Cancelled,Kolkata,50793.5
e24bcc56-2fd8-4728-8b1b-cac8e1e3f1f2,49,7,1,2026-01-29T13:21:09,Card,Completed,Asansol,6943.18
099fad1f-a975-4a79-a962-b29018432b54,18,11,5,2025-12-19T05:41:59,Card,Pending,Katihar,84407.3
9c69c54b-5c5f-4e34-9655-8d4e4f12d779,12,19,5,2025-11-16T21:08:32,COD,Cancelled,Coimbatore,217012.7
cb99f05a-204b-46f5-89f2-77c69fff7a8a,11,11,2,2026-03-21T22:16:14,Card,Cancelled,Lucknow,33762.92
9a9a518c-2363-42c6-8a35-c57547e92281,4,17,5,2026-02-27T03:33:57,Card,Pending,Madanapalle,126983.75
a9901218-fbbe-4fd9-aaf9-043e2edce5e1,17,13,3,2026-02-28T01:24:25,COD,Pending,Pune,59082.36
85158fce-9914-4b59-ac54-940284640a48,9,1,3,2025-12-22T18:27:24,Card,Cancelled,Ambala,109862.19
f5b6eb48-620b-4685-bee9-254fd15bac91,24,12,2,2026-03-24T04:00:20,Card,Pending,Dhanbad,92926.6
30fbc91e-adf3-458f-990d-649b62a62f1d,22,15,4,2025-12-11T00:11:29,Card,Cancelled,Rourkela,178611.8
2dae182e-86a1-45e8-8b02-3d43cf607142,4,7,3,2026-02-12T11:43:37,UPI,Pending,Dehri,20829.54
7ae1b8d3-62e1-4054-90ff-1d06d17039d2,7,19,4,2026-01-02T09:33:07,Card,Completed,Bhopal,173610.16
a01a54b2-70e4-4687-93e1-9b5387807685,1,7,3,2026-01-10T18:41:43,UPI,Pending,Unnao,20829.54
21e69ef1-489a-4cf1-8a80-f44c36af652c,35,20,1,2025-12-20T01:09:41,Card,Cancelled,Khora ,4815.27
73904c9a-87b7-4f94-88b8-9520403d1da9,8,19,4,2026-04-02T09:27:11,Card,Completed,Noida,173610.16
747f5541-b61d-49f8-adcc-f7831fd22e02,47,9,5,2026-03-29T16:28:00,UPI,Pending,Rampur,171949.05
ea0a6f4c-e51e-431b-9ffb-844885676868,13,11,2,2026-02-27T14:32:01,UPI,Completed,Kavali,33762.92
7791b824-33ee-4065-8534-a9253d7f8639,17,11,5,2026-01-18T18:45:44,Card,Completed,Silchar,84407.3
b16a2fad-461d-4887-b820-c560f3a45fba,5,13,4,2026-03-18T16:39:43,UPI,Cancelled,Hosur,78776.48
23cd28c8-9ec7-4db3-b0fe-3cb7aba2c729,31,20,4,2026-03-13T03:43:14,Card,Cancelled,Aligarh,19261.08
7cc51227-a5ec-4d1c-89b4-9ab3832ee348,43,17,2,2026-01-29T08:32:53,UPI,Pending,Satara,50793.5
2a9a457b-1732-4717-8b80-c4be21b902b7,41,2,2,2025-10-27T18:00:08,Card,Completed,Bhimavaram,76606.72
c5419d5a-228d-4fbd-a16b-b49ee0fc84bc,29,4,1,2026-01-20T18:34:28,Card,Pending,Uluberia,2661.05
7f8e8dbd-0042-450f-8507-d172494745f8,33,13,5,2025-12-22T21:28:18,UPI,Pending,Gopalpur,98470.6
1ddff044-31ef-483f-980c-f0ecc6a4ee32,40,1,1,2025-12-03T01:40:21,UPI,Completed,Bhubaneswar,36620.73
15dc4d49-843a-4d0b-920e-c02f930c5a7e,42,19,3,2026-03-24T22:55:52,COD,Pending,Malda,130207.62
ee71f3ce-0f17-4574-8553-1ddbd4104bbd,34,16,5,2026-01-05T06:56:57,Card,Completed,Hindupur,103967.95
aafb174f-acea-443f-b432-2b3c44b7dae6,16,4,5,2026-03-27T20:34:12,UPI,Pending,Uluberia,13305.25
cf473f17-c38d-4c5b-a8a9-b35d5c968f6c,24,6,5,2025-12-11T13:48:50,UPI,Cancelled,Ulhasnagar,73869.25
b73fcfa3-e0d2-4eb9-aaa3-8c78d1455092,49,19,1,2026-01-03T18:38:40,COD,Completed,Dhule,43402.54
a2e7bca7-404a-498d-a119-d1b4ad5307f9,34,3,2,2025-10-28T15:03:23,Card,Completed,Gandhinagar,82695.98
f8e28787-6ddf-4278-85d8-91262b669afa,10,4,2,2026-01-23T23:42:10,UPI,Completed,Siliguri,5322.1
77a7381a-277d-45d2-a78a-16e629d71e5a,34,19,2,2026-01-14T09:40:58,Card,Cancelled,Burhanpur,86805.08
6a015f2f-6e11-45b3-9102-2107b46eaab5,30,16,3,2026-03-03T09:01:43,Card,Cancelled,Saharanpur,62380.77
ff125cfa-8f07-40bf-9f78-6f5f454405de,2,7,2,2025-11-13T09:29:47,UPI,Completed,Nashik,13886.36
08fc4727-392c-4fe9-830d-265f50fea8a6,43,11,4,2026-03-16T07:41:13,COD,Cancelled,Panihati,67525.84
d0331f3a-eed2-41d5-b9ec-a26c8afb9dc1,1,8,2,2025-11-17T11:40:07,Card,Pending,Kolkata,95848.84
51102ac8-79ff-47b7-b052-7f68abc29dce,49,6,3,2025-11-27T18:29:58,COD,Completed,Madhyamgram,44321.55
e43bb0ab-9d9b-4015-8bf8-8ce140bddb84,50,20,2,2025-12-07T19:53:40,Card,Pending,Kalyan-Dombivli,9630.54
3e9597ba-0aa0-42f0-a5cd-878c4bd5f08c,11,18,2,2025-12-23T00:27:02,UPI,Pending,Gurgaon,89280.46
9aeaa00e-ad44-4373-8059-f389721a8dc4,4,9,5,2026-04-01T03:28:40,UPI,Cancelled,Jamshedpur,171949.05
42ad480e-3881-4fcf-b402-da63fdafea95,47,19,4,2026-02-02T08:44:36,UPI,Completed,Loni,173610.16
356e6572-bf1a-4d51-9e69-cab074cd31d0,39,11,2,2026-02-01T19:19:20,COD,Completed,Berhampore,33762.92
3cd784b8-de86-42fe-a96f-f754b4a912bd,12,16,1,2026-02-13T20:42:22,Card,Pending,Vellore,20793.59
2f9cd9c4-2cfc-427f-a0c2-ce7d3095c378,45,13,3,2025-12-27T06:56:45,COD,Completed,Ahmedabad,59082.36
65767356-84bd-4c4c-ac86-34ac62bce28a,40,3,4,2026-04-14T23:49:14,UPI,Pending,Bhiwandi,165391.96
ec22c5af-04c5-4d79-a79f-6947c8421afc,8,20,1,2025-12-16T05:17:09,COD,Completed,Moradabad,4815.27
